NIH Spending Categorization,Project Terms,Project Title,Public Health Relevance,Administering IC,Application ID,FOA,Project Number,Type,Activity,IC,Serial Number,Support Year,Suffix,Contact PI Person ID,Contact PI / Project Leader,Other PI or Project Leader(s),Department,Primary DUNS,Primary UEI,Organization ID (IPF),Organization Name,Organization City,Organization State,Organization Type,Organization Zip,Organization Country,Funding Mechanism,Fiscal Year,Total Cost,Total Cost (Sub Projects),Funding IC(s),Direct Cost IC,InDirect Cost IC,NIH COVID-19 Response,Total Cost IC
No NIH Category available,Address;Bacteria;Biological Assay;Biological Process;CRISPR/Cas technology;Cells;Chromatin Structure;Custom;Funding;Future;Genetic Transcription;Goals;Institutes;Measurement;Measures;Mechanics;Medical center;Microfluidics;New York;Organelles;Phase;Regulation;Research;Research Personnel;Resources;Rivers;Services;System;Techniques;Technology;Translations;United States National Institutes of Health;Universities;base;biological systems;cell motility;design;fluorescence microscope;fluorophore;instrument;interest;laser tweezer;mechanical force;optical traps;protein folding;single molecule;tool development;user friendly software,LUMICKS C-trap for Mechanistic Studies of Biological Systems at the University of Rochester,"Project Narrative
A disease often begins with the aberrant behavior of a single organelle, cell, or molecule. To study
these fundamental events, the Nobel prize-winning techniques of optical tweezers and single-
molecule fluorescence were recently developed. The LUMICKS C-Trap combines both of these
techniques in a single accessible instrument that will greatly augment pioneering research into
human health at the University of Rochester and neighboring institutions in Western New York.",OD,10435816,PAR-21-127,1S10OD030296-01A1,1,S10,OD,30296,1,A,9938769,"ABBONDANZIERI, ELIO AARON",Not Applicable,BIOLOGY,41294109,F27KDXZMF9Y8,7047101,UNIVERSITY OF ROCHESTER,ROCHESTER,NY,SCHOOLS OF ARTS AND SCIENCES,146270140,UNITED STATES,Other Research-Related,2022,600000, ,OD,600000,0, ,600000
No NIH Category available,3&apos; Untranslated Regions;Address;Animals;Binding Sites;Biochemical;Biological Models;C. elegans genome;C2H2 Zinc Finger;CRISPR/Cas technology;Caenorhabditis elegans;Cardiovascular Diseases;Cells;Chimera organism;Data;Data Analyses;Data Set;Defect;Development;Education;Epitopes;Family;Fluorescence Microscopy;Foundations;Future;Gene Expression;Gene Expression Regulation;Genes;Genetic;Germ Cells;Germ Lines;Goals;Gonadal structure;Grant;Guanosine Triphosphate Phosphohydrolases;Hermaphroditism;Immunoprecipitation;Individual;Injections;Investigation;Knowledge;Malignant Neoplasms;Messenger RNA;MicroRNAs;Molecular;Molecular Genetics;Mutation;Neurodegenerative Disorders;Oral;Organism;Pathway interactions;Physiology;Play;Population;Postdoctoral Fellow;Process;Production;Proteins;Publications;RNA;Regulation;Regulator Genes;Research;Research Project Grants;Role;Scientist;Site-Directed Mutagenesis;Small RNA;Spermatogenesis;Students;System;Techniques;Testing;Training;Work;crosslink;design;experimental study;genetic approach;graduate student;human disease;interest;male;meetings;multiple datasets;mutant;sperm cell;success;undergraduate research;undergraduate research experience;undergraduate student,Functional Analysis of microRNAs in C. elegans spermatogenesis,"8. PROJECT NARRATIVE
MicroRNAs are indispensable regulators of gene expression that are required for animal development and
physiology. In addition, microRNAs have been implicated in a wide spectrum of human diseases, notably
cardiovascular disease, neurodegenerative disease, and cancer. We are using the genetically tractable
organism, C. elegans, to identify the pathways and targets that are regulated by microRNAs.",NIGMS,10580284,PAR-21-155,2R15GM126458-02,2,R15,GM,126458,2, ,9114482,"ABBOTT, ALLISON LYNN",Not Applicable,BIOLOGY,46929621,HKJCKTFJNBM7,4833601,MARQUETTE UNIVERSITY,MILWAUKEE,WI,SCHOOLS OF ARTS AND SCIENCES,532011881,UNITED STATES,Non-SBIR/STTR,2022,450342, ,NIGMS,300000,150342, ,450342
No NIH Category available,Acute;Address;Adult;Adverse effects;Algorithms;Amnesia;Anatomy;Antidepressive Agents;Biological Markers;Blood flow;Brain;Clinical;Clinical Research;Cognitive;Collaborations;Corpus striatum structure;Data;Dose;Electroconvulsive Therapy;Electroencephalography;Ensure;Executive Dysfunction;Functional Magnetic Resonance Imaging;Hippocampus (Brain);Image;Impaired cognition;Individual;Intervention;Investigation;Knowledge;Magnetic Resonance Imaging;Major Depressive Disorder;Measures;Medial;Methodology;Methods;Modeling;National Institute of Mental Health;Neuronal Plasticity;Outcome;Patient-Focused Outcomes;Patients;Phenotype;Prefrontal Cortex;Process;Prospective Studies;Protocols documentation;Public Health;Research Infrastructure;Safety;Sample Size;Seizures;Site;Spottings;Standardization;Structure;System;Testing;Thalamic structure;Time;Weight;base;cognitive benefits;effective therapy;electric field;executive function;follow-up;imaging study;improved;magnetic resonance imaging/electroencephalography;magnetic seizure therapy;meter;multiple data types;neuroimaging;noninvasive brain stimulation;response;response biomarker;side effect;therapy outcome,2/4 Deciphering Mechanisms of ECT Outcomes and Adverse Effects (DECODE),"Electroconvulsive therapy (ECT) is the most effective therapy for adults with major depression; however, some
patients fail to respond despite an adequate trial, and ECT can produce negative cognitive effects. In this revised
four site, prospective study we propose the first investigation of ECT outcome integrating multiple types of data
including clinical and cognitive measures, whole-brain neuroimaging, EEG, and E-field modeling to establish the
mechanisms underlying ECT-induced antidepressant response (response biomarkers) and negative cognitive
effects (safety biomarkers). Using this approach in patients with major depressive disorder (n = 230), we will
confirm the “sweet spot” of ECT dosing in order to maximize antidepressant benefit and cognitive safety.",NIMH,10521706,PAR-19-297,1R01MH128692-01A1,1,R01,MH,128692,1,A,10603393,"ABBOTT, CHRIS C",Not Applicable,PSYCHIATRY,829868723,G389MFAYJNG9,10021612,UNIVERSITY OF NEW MEXICO HEALTH SCIS CTR,ALBUQUERQUE,NM,SCHOOLS OF MEDICINE,871310001,UNITED STATES,Non-SBIR/STTR,2022,536848, ,NIMH,365714,171134, ,536848
No NIH Category available,Address;Adult;Affect;Age;Architecture;Area;Behavior;Biological Markers;Brain;Brain region;Cerebrovascular Circulation;Child;Childhood;Comprehension;Development;Disease;Dyslexia;Environmental Risk Factor;Evaluation;Exhibits;Fellowship;Functional disorder;Genetic;Goals;Institution;Intellectual functioning disability;Intervention;Knowledge;Language;Language Development Disorders;Language Disorders;Lead;Linguistics;Link;Magnetic Resonance Imaging;Measures;Mentors;Methods;Mission;National Institute on Deafness and Other Communication Disorders;Nature;Nervous System Trauma;Neurodevelopmental Disorder;Neurologic;Outcome;Participant;Pattern;Persons;Pervasive Development Disorder;Population;Prevalence;Production;Publishing;Research;Resources;Rest;Sign Language;Source;Structure;Training;Work;arterial spin labeling;autism spectrum disorder;behavioral impairment;experience;functional outcomes;hearing impairment;improved;innovation;insight;interest;language impairment;language processing;neurobiological mechanism;neuroimaging;neurophysiology;novel strategies;peer;psychosocial;socioeconomics,Biomarkers of Developmental Language Disorder and Their Relationship to Language Impairment,"Projective Narrative
Developmental Language Disorder (DLD) is a pervasive language disorder that can affect both comprehension
and production of spoken, written and signed language, yet little is understood about the underlying neurological
basis for DLD. The goal of this proposal is to explore the relationship between language impairment and two
measures of brain function, cerebral blood flow and functional connectivity, in children with DLD. By exploring
underlying measures of brain function in DLD, we can begin to identify biomarkers of language impairment that
may lay the groundwork for aiding in the identification and treatment of the disorder.",NIDCD,10464825,PA-21-051,1F31DC020374-01,1,F31,DC,20374,1, ,15589323,"ABBOTT, NOELLE ",Not Applicable,OTHER HEALTH PROFESSIONS,73371346,H59JKGFZKHL7,513614,SAN DIEGO STATE UNIVERSITY,SAN DIEGO,CA,SCH ALLIED HEALTH PROFESSIONS,921821901,UNITED STATES,"Training, Individual",2022,36494, ,NIDCD,36494,0, ,36494
No NIH Category available,Address;Africa;Age;Air Pollution;Allergic Disease;Area;Asia;Birth Weight;California;Cardiovascular system;Centers for Disease Control and Prevention (U.S.);Child;Chronic Disease;Climate;Communicable Diseases;Cost-Benefit Analysis;Country;Data;Development;Droughts;Dust;Environment;Environmental Epidemiology;Environmental Health;Environmental Risk Factor;Epidemiologic Methods;Event;Frequencies;Gender;Geographic Locations;Goals;Government;Health;Health Sciences;Heat Waves;Human;Intervention;Jordan;Latin America;Lead;Lebanon;Maps;Measures;Middle East;Modeling;Morbidity - disease rate;Morocco;National Institute of Environmental Health Sciences;Newborn Infant;Nitrates;Northern Africa;Outcome;Particulate;Particulate Matter;Pattern;Pilot Projects;Policies;Pollution;Population;Precipitation;Public Health;Public Health Schools;Public Policy;Research;Research Project Grants;Risk;Risk Assessment;Sampling;Science;Skin;Techniques;Technology;Training;Universities;Vulnerable Populations;Water;Water Pollution;Woman;World Health Organization;base;burden of illness;climate change;climate impact;climate-related health;cost;cost effective intervention;dust storms;economic impact;evidence base;follow-up;hazard;health economics;indexing;maternal serum;member;mortality;policy recommendation;predictive modeling;respiratory;response;tool;water quality;water quality model;weather patterns,1/2 GeoHealth Hub for Climate Change and Health in the Middle East and North Africa-Jordan,"Project Narrative
The GeoHealth Hub Climate Change and Health in the Middle East and North Africa (MENA), a collaborative
initiative between three U.S. universities and three universities from the MENA Region, to generate evidence
for policies to minimize adverse health impacts of climate change in the region through state-of-the-art
approaches. It will focus on climate-sensitive environmental risks such as nitrate pollution, heat waves, desert
dust pollution, and air pollution. The overall activities of the hub aim to strengthen the capacity of different
stakeholders on developing and using evidence-based and cost-effective interventions.",FIC,10447512,RFA-TW-21-001,1U01TW012237-01,1,U01,TW,12237,1, ,78198324,"ABDULLA, FAYEZ AHMAD","AL-DELAIMY, WAEL K",Unavailable,643805971,YJJHVLTRRES3,4226001,JORDAN UNIVERSITY/SCIENCE & TECHNOLOGY,IRBID, ,Unavailable,22110,JORDAN,Non-SBIR/STTR,2022,288957, ,NIEHS,104428,6694, ,111122
No NIH Category available,Address;Africa;Age;Air Pollution;Allergic Disease;Area;Asia;Birth Weight;California;Cardiovascular system;Centers for Disease Control and Prevention (U.S.);Child;Chronic Disease;Climate;Communicable Diseases;Cost-Benefit Analysis;Country;Data;Development;Droughts;Dust;Environment;Environmental Epidemiology;Environmental Health;Environmental Risk Factor;Epidemiologic Methods;Event;Frequencies;Gender;Geographic Locations;Goals;Government;Health;Health Sciences;Heat Waves;Human;Intervention;Jordan;Latin America;Lead;Lebanon;Maps;Measures;Middle East;Modeling;Morbidity - disease rate;Morocco;National Institute of Environmental Health Sciences;Newborn Infant;Nitrates;Northern Africa;Outcome;Particulate;Particulate Matter;Pattern;Pilot Projects;Policies;Pollution;Population;Precipitation;Public Health;Public Health Schools;Public Policy;Research;Research Project Grants;Risk;Risk Assessment;Sampling;Science;Skin;Techniques;Technology;Training;Universities;Vulnerable Populations;Water;Water Pollution;Woman;World Health Organization;base;burden of illness;climate change;climate impact;climate-related health;cost;cost effective intervention;dust storms;economic impact;evidence base;follow-up;hazard;health economics;indexing;maternal serum;member;mortality;policy recommendation;predictive modeling;respiratory;response;tool;water quality;water quality model;weather patterns,1/2 GeoHealth Hub for Climate Change and Health in the Middle East and North Africa-Jordan,"Project Narrative
The GeoHealth Hub Climate Change and Health in the Middle East and North Africa (MENA), a collaborative
initiative between three U.S. universities and three universities from the MENA Region, to generate evidence
for policies to minimize adverse health impacts of climate change in the region through state-of-the-art
approaches. It will focus on climate-sensitive environmental risks such as nitrate pollution, heat waves, desert
dust pollution, and air pollution. The overall activities of the hub aim to strengthen the capacity of different
stakeholders on developing and using evidence-based and cost-effective interventions.",FIC,10447512,RFA-TW-21-001,1U01TW012237-01,1,U01,TW,12237,1, ,78198324,"ABDULLA, FAYEZ AHMAD","AL-DELAIMY, WAEL K",Unavailable,643805971,YJJHVLTRRES3,4226001,JORDAN UNIVERSITY/SCIENCE & TECHNOLOGY,IRBID, ,Unavailable,22110,JORDAN,Non-SBIR/STTR,2022,288957, ,FIC,167120,10715, ,177835
No NIH Category available,Acute Pain;Animals;Atlases;Award;Behavior assessment;Behavioral;Biological;Candidate Disease Gene;Communities;Computer software;Custom;Dimensions;Esthesia;Genes;Genetic;Genetic Variation;Goals;Human;Human Genome;Hypersensitivity;Individual;Machine Learning;Measures;Mechanics;Mission;Mus;Neurons;Nociceptors;Pain;Pain Measurement;Pathologic;Persons;Population;Positioning Attribute;Public Health;Publications;Publishing;Reflex action;Research;Resources;Risk;Role;Route;Sensory;Shapes;Speed;Testing;Therapeutic;United States National Institutes of Health;Wild Type Mouse;chronic pain;chronic pain management;genetic architecture;human RNA sequencing;innovation;inter-individual variation;mouse genetics;mouse model;pain behavior;pain chronification;pain model;pain reduction;pain scale;pain sensation;pain sensitivity;pre-clinical;preclinical study;programs;response;single-cell RNA sequencing;spontaneous pain;therapeutic target;tool;trait;translational potential;unsupervised learning,Using mouse pain scales to discover unusual pain sensitivity and new pain targets,"Project Narrative
The proposed research is relevant to public health because it will identify genetically diverse
mouse lines with heightened or reduced pain sensitivity that can be used for finding new targets
to treat chronic pain. In this project we will also seek to identify new pain targets which come
directly from studies sequencing pain neurons in humans. The project is relevant to the mission
of NIH because of its potential to mirror the genetic diversity to pain sensation observed in humans
– in preclinical mouse models, thus enhancing our fundamental understanding of the role of
genetics in pain sensation.",NINDS,10581160,RFA-TR-22-013,1DP2NS130454-01,1,DP2,NS,130454,1, ,10330774,"ABDUS-SABOOR, ISHMAIL JOHN",Not Applicable,BIOLOGY,49179401,F4N1QNPB95M4,1833202,COLUMBIA UNIV NEW YORK MORNINGSIDE,NEW YORK,NY,GRADUATE SCHOOLS,100276900,UNITED STATES,Non-SBIR/STTR,2022,2467500, ,NINDS,1500000,967500, ,2467500
No NIH Category available,Advisory Committees;Atomic Force Microscopy;Biocompatible Materials;Cells;Characteristics;Chemistry;Chronic;Cicatrix;Clinical;Collagen;Congenital Abnormality;Data;Data Set;Development;Disease;Environment;Extracellular Matrix;Face;Fibroblasts;Fibrosis;Focal Adhesions;Foreign-Body Giant Cells;Gel;Genes;Goals;Guide RNA;Health;Heterogeneity;Human;Hydrogels;Immune;Immune response;Implant;Infiltration;Inflammation;Inflammatory;Injectable;Injury;Integrins;Interleukin-1;Knockout Mice;Link;Measures;Mediating;Mediator of activation protein;Mentors;Mentorship;Modeling;Molecular Profiling;Mus;Natural regeneration;Optics;Outcome;PDGFRB gene;Pathogenesis;Pathway interactions;Phase;Phenotype;Plastic Surgical Procedures;Preparation;Production;Regenerative Medicine;Regenerative response;Research;Research Personnel;Signal Pathway;Signal Transduction;Sorting - Cell Movement;Specificity;Stromal Cells;TNF gene;Testing;Therapeutic Intervention;Tissues;Training;Work;base;candidate marker;career;cell behavior;clinically relevant;cytokine;experimental study;immunoregulation;innovation;knock-down;mechanotransduction;novel;p65;particle;programs;recruit;regeneration potential;regenerative;single-cell RNA sequencing;subcutaneous;success;targeted treatment;tissue regeneration;tissue repair,Immuno-stromal axes regulate fibroblast heterogeneity in tissue fibrosis and regeneration,"Project Narrative
Tissue damage due to injury, disease, or congenital defect continues to be a critical clinical obstacle in human
health and regenerative medicine-based therapies, while a promising strategy, still face two critical obstacles:
chronic inflammation and fibrosis. We pose an innovative hypothesis whereby immuno-stromal signaling axes
and fibroblast heterogeneity link together inflammation and disrupted mechanotransduction, bridging a critical
gap in our understanding of tissue fibrosis and regeneration. Developing a better understanding of immuno-
stromal crosstalk will help elucidate disease pathogenesis, new candidates for biomarkers, and targets for
therapeutic interventions.",NIGMS,10428972,PAR-19-343,1K99GM146111-01,1,K99,GM,146111,1, ,11915333,"ABEBAYEHU, DANIEL ",Not Applicable,BIOMEDICAL ENGINEERING,65391526,JJG6HU8PA4S5,1526402,UNIVERSITY OF VIRGINIA,CHARLOTTESVILLE,VA,BIOMED ENGR/COL ENGR/ENGR STA,229044195,UNITED STATES,Other Research-Related,2022,100000, ,NIGMS,92593,7407, ,100000
No NIH Category available,Academy;Address;Adopted;Adult;American;Award;Behavioral Model;Caregivers;Caring;Child;Childhood;Complex;Consolidated Framework for Implementation Research;Data;Discharge Plannings;Effectiveness;Engineering;Ensure;Evaluation Research;Failure;Family;Family Caregiver;Foundations;Future;Goals;Health Personnel;Healthcare;Healthcare Systems;Home;Hospitals;Human;Hybrids;Individual;Intervention;Interview;Joints;Knowledge;Laws;Literature;Maps;Measures;Medicaid;Medical;Medication Management;Modeling;Output;Participant;Patient Self-Report;Patients;Pediatrics;Performance;Persons;Pharmaceutical Preparations;Phase;Professional Role;Randomized Controlled Trials;Recommendation;Regimen;Reporting;Research;Research Personnel;Resources;Risk;Role;Safety;Schedule;Solid;Specific qualifier value;Statutes and Laws;System;Technology;Testing;Training;United States National Institutes of Health;Work;base;care coordination;career development;cost;design;evidence base;experience;future implementation;high risk;hospital readmission;human centered design;implementation research;improved;medication safety;patient oriented;patient population;patient safety;pediatric patients;prevent;prototype;safe patient;skill acquisition;success;successful intervention;therapy design;therapy development;tool;usability,A Systems Approach to Improve Safe Medication Management for Children with Medical Complexity,"PROJECT NARRATIVE
Children with medical complexity (CMC) have a high risk of experiencing medication related harm but can
benefit from interventions that involve their caregivers as co-designers. This award will support the candidate’s
(1) training in participatory, human centered design and (2) skill development in implementation and evaluation
research to design and test interventions fit for unique needs of CMC.",NIMHD,10449831,PA-20-190,1K01MD016167-01A1,1,K01,MD,16167,1,A,14837814,"ABEBE, EPHREM ",Not Applicable,NONE,72051394,YRXVL4JYCEF5,1481402,PURDUE UNIVERSITY,WEST LAFAYETTE,IN,SCHOOLS OF NURSING,47906,UNITED STATES,Other Research-Related,2022,129784, ,NIMHD,120170,9614, ,129784
No NIH Category available,Abdominal Pain;Affect;Anatomy;Autoimmune;Botulinum Toxins;Caring;Characteristics;Chronic;Clinical;Clinical Research;Databases;Devices;Digestive System Disorders;Disease;Electric Stimulation;Electrolytes;Enrollment;Esophagus;Ethnic Origin;Etiology;Feces;Functional disorder;Gastric Emptying;Gastrointestinal Diseases;Gastroparesis;Gender;Genomics;Goals;Health;Health Services Accessibility;Homeostasis;Hormonal;Inflammatory;Intervention Studies;Knowledge;Life;Liquid substance;Malnutrition;Measures;Methods;Microscopic;Mission;Motor;Motor Activity;National Institute of Diabetes and Digestive and Kidney Diseases;Natural History;Nausea;Nausea and Vomiting;Nortriptyline;Nutritional Support;Nutritional status;Outcome;Pain;Pathogenesis;Patient-Focused Outcomes;Patients;Peripheral;Pharmacology Study;Physical Function;Physicians;Physiological;Physiology;Protocols documentation;Psychological Impact;Publishing;Quality of life;Questionnaires;Race;Randomized;Recommendation;Registries;Research;Resolution;Sensory;Series;Severities;Signal Transduction;Stomach;Symptoms;Syndrome;Therapeutic;Time;Tissue Sample;United States National Institutes of Health;Visceral;Vomiting;Weight;Work;clinical center;disability;early satiety;effective therapy;evidence base;frailty;gastrointestinal function;gut-brain axis;improved;metabolomics;motor disorder;neuromuscular;novel;novel strategies;nutrition;persistent symptom;psychologic;recruit;response;social;therapeutically effective;treatment strategy;young woman,"U of L Clinical Center to Investigate the Pathogenesis, Etiology, and Treatment of Gastroparesis through the NIDDK Gastroparesis Consortium","This proposal aims to gather a better understanding of gastroparesis which is a devastating disorder in
predominantaly younger women. This is a continuation of the Gastroparesis Clinical Research Consortium
(GpCRC). The GpCRC has made a series of important contributions to improve our understanding of this
disorder and advancing the goals of patients, physicians and the NIH for management of gastroparesis.",NIDDK,10319759,RFA-DK-20-504,2U01DK074007-16,2,U01,DK,74007,16, ,8264660,"ABELL, THOMAS LYMAN",Not Applicable,INTERNAL MEDICINE/MEDICINE,57588857,E1KJM4T54MK6,4679701,UNIVERSITY OF LOUISVILLE,LOUISVILLE,KY,SCHOOLS OF MEDICINE,402920001,UNITED STATES,Non-SBIR/STTR,2022,1, ,NIDDK,250000,124180, ,1
